#;Player;Score;Kills;Death;Damage;Map Count;Teams;Maps;Rounds;K-D Diff;K/D;Rating1.0;First Place;Second Place;Third Place;Earnings
266.0;jottAAA;6.1;0.7;0.71;76.08;60.0;;;;;;;;;;
;ju1ces;;;;;;['rooster', 'madlikewizards', 'seadoggs'];222.0;5737.0;734.0;1.2;1.14;;;;
178.0;juanflatroo;6.2;0.73;0.71;80.49;356.0;['guild-eagles', 'bad-news-eagles', 'blink', 'secret'];933.0;24451.0;722.0;1.04;1.05;12.0;16.0;10.0;$85,107
;juho;;;;;;['ence', 'igamecom'];799.0;20959.0;67.0;1.0;1.02;;;;
724.0;juissi;5.8;0.64;0.7;71.04;112.0;['ence-academy'];299.0;7961.0;-162.0;0.97;0.97;;;;
;juliano;;;;;;['secret-fe', 'besiktas'];307.0;7392.0;318.0;1.06;1.05;;;;
1051.0;julih;5.3;0.53;0.74;62.29;36.0;;;;;;;;;;
;junior;;;;;;['triumph', 'bad-news-bears', 'evil-geniuses', 'eg-black'];753.0;19221.0;2608.0;1.23;1.11;17.0;14.0;8.0;$92,083
;juricM;;;;;;['squared', 'gamepub', 'brewtopia'];201.0;5068.0;-625.0;0.83;0.87;;;;
;just9n;;;;;;['method', 'nrg'];236.0;6213.0;82.0;1.02;1.01;;;;
;jz;;;;;;['w7m', 'w7m-academy'];240.0;5843.0;-246.0;0.94;0.94;;;;
240.0;k0nfig;6.1;0.72;0.7;78.2;511.0;['dignitas', 'optic', 'complexity', 'north'];1773.0;46894.0;2440.0;1.08;1.07;18.0;14.0;19.0;$534,511
;k1Ng0r;;;;;;['resistance', 'ination'];358.0;9126.0;56.0;1.01;1.0;;;;
;k1Nky;;;;;;['infinity', 'quetzal', 'forty-six-and-2'];346.0;8938.0;-243.0;0.96;0.97;;;;
;k1tkat;;;;;;['nasr', 'risky'];242.0;6302.0;202.0;1.05;1.05;;;;
708.0;k1to;5.8;0.64;0.7;70.96;667.0;['big', 'alternate-attax', 'sprout'];1589.0;42142.0;-874.0;0.97;0.98;28.0;22.0;26.0;$342,635
562.0;k4sl-;5.9;0.64;0.62;66.94;38.0;;;;;;;;;;
905.0;kAlash;5.7;0.61;0.7;67.34;38.0;;;;;;;;;;
297.0;kNgV-;6.1;0.7;0.65;71.24;164.0;['o-plano', 'mibr', 'intz'];1032.0;26982.0;2682.0;1.15;1.1;22.0;13.0;19.0;$204,082
1070.0;kRYSTAL;5.0;0.46;0.74;57.95;47.0;['penta', 'alternate-attax', 'godsent'];1888.0;49380.0;-3495.0;0.9;0.9;28.0;28.0;25.0;$129,258
503.0;kRaSnaL;6.0;0.66;0.68;73.91;388.0;['monte', 'los-kogutos', 'ago'];624.0;16229.0;-171.0;0.98;0.98;20.0;8.0;15.0;$127,645
;kUcheR;;;;;;['hellraisers', 'virtuspro'];852.0;22314.0;-145.0;0.99;0.97;11.0;17.0;22.0;$70,212
582.0;kabal;5.9;0.65;0.69;74.97;78.0;['5power', 'themongolz', 'ihc', 'tiger'];980.0;25602.0;920.0;1.05;1.03;30.0;24.0;12.0;$78,180
;kaboose;;;;;;['selfless', 'vision'];549.0;14235.0;-305.0;0.97;0.99;;;;
;kade0;;;;;;['k23', 'avangar', 'syman'];414.0;11237.0;-433.0;0.94;0.94;;;;
811.0;kadziu;5.8;0.63;0.7;69.99;97.0;['pge-turow'];248.0;6427.0;-301.0;0.93;0.93;;;;
;kai;;;;;;['bravos', 'c4', 'red-canids'];483.0;12692.0;415.0;1.05;1.02;;;;
;kalinka;;;;;;['hellraisers', 'playing-ducks'];855.0;22891.0;157.0;1.01;1.01;;;;
;kalle;;;;;;['epsilon', 'archangels', 'epiphany-bolt'];288.0;7551.0;22.0;1.0;0.99;;;;
;kamil;;;;;;['pride', 'izako-boars', 'agg'];227.0;5987.0;-98.0;0.98;1.01;;;;
;kanii;;;;;;['energy', 'aperture', 'dnmk', 'nixuh'];226.0;5582.0;205.0;1.05;1.04;;;;
;kap3r;;;;;;;;;;;;7.0;10.0;9.0;$71,332
;kapacho;;;;;;['navi-junior'];286.0;7489.0;-29.0;0.99;0.98;;;;
;kaper;;;;;;['ago', 'kinguin', 'wisla-krakow', 'adwokacik'];536.0;14240.0;-168.0;0.98;0.96;;;;
1024.0;karrigan;5.5;0.57;0.71;66.65;615.0;['faze', 'mouz', 'tsm'];2315.0;60398.0;-4706.0;0.89;0.9;56.0;32.0;41.0;$1,964,952
171.0;kauez;6.2;0.72;0.65;76.35;195.0;['pain', 'furia-academy'];465.0;11895.0;527.0;1.07;1.05;;;;
;kaze;;;;;;['vici', 'rare-atom', 'flash'];1098.0;28254.0;4880.0;1.29;1.17;23.0;15.0;15.0;$116,845
506.0;keen;6.0;0.66;0.7;73.63;34.0;['the-prodigies', 'wolsung'];236.0;6329.0;-264.0;0.94;0.96;;;;
;keev;;;;;;['alternate-attax', 'big', 'killerfish'];594.0;15524.0;1217.0;1.12;1.08;;;;
;keeyto;;;;;;['paradox', 'mc', 'rewound'];202.0;5211.0;442.0;1.13;1.09;;;;
;keiz;;;;;;['santos', 'arctic', 'teamone'];272.0;7446.0;902.0;1.21;1.08;;;;
885.0;kelieN;5.7;0.62;0.7;68.52;34.0;;;;;;;;;;
560.0;kennyS;5.9;0.64;0.63;67.53;187.0;['g2', 'envy', 'titan'];1991.0;52684.0;6521.0;1.2;1.12;33.0;29.0;28.0;$740,484
210.0;kensizor;6.2;0.72;0.72;78.76;62.0;;;;;;;;;;
;kenzor;;;;;;['pro100'];605.0;15796.0;57.0;1.01;1.0;;;;
;keshandr;;;;;;['vega-squadron', 'arcade'];314.0;8221.0;-374.0;0.94;0.94;;;;
25.0;khaN;6.5;0.75;0.59;72.66;56.0;;;;;;;;;;
758.0;kiR;5.8;0.64;0.71;70.22;120.0;['tricked'];812.0;21563.0;-1322.0;0.91;0.93;;;;
1006.0;kinqie;5.5;0.57;0.72;68.01;31.0;['dreameaters', 'hard-legion'];693.0;18225.0;-776.0;0.94;0.95;;;;
;kioShiMa;;;;;;['envy', 'heretics', 'faze'];1493.0;39227.0;1286.0;1.05;1.01;29.0;28.0;21.0;$372,786
536.0;kisserek;5.9;0.66;0.7;73.86;63.0;;;;;;;;;;
472.0;kmrn;6.0;0.64;0.7;73.62;61.0;;;;;;;;;;
;koala;;;;;;['galorys', 'the-union', 'furia-academy'];322.0;8205.0;275.0;1.05;1.02;;;;
;kobruh;;;;;;['recon-5', 'forty-six-and-2', 'rugratz', 'kinship'];249.0;6576.0;191.0;1.04;1.04;;;;
;kolor;;;;;;['gameagents', 'budapest-five', 'euronics'];605.0;15745.0;388.0;1.04;1.02;;;;
;koosta;;;;;;['clg', 'ghost', 'geng', 'enemy'];977.0;25766.0;1341.0;1.08;1.06;9.0;9.0;14.0;$130,189
336.0;kory;6.1;0.68;0.68;75.52;195.0;['sangal', 'budapest-five'];775.0;20583.0;-95.0;0.99;0.99;;;;
267.0;kraghen;6.1;0.68;0.69;78.88;323.0;['ecstatic', 'masonic'];677.0;17457.0;-253.0;0.98;0.98;;;;
652.0;kreaz;5.9;0.63;0.65;71.69;133.0;['finest', 'apeks'];881.0;23017.0;520.0;1.03;1.0;;;;
;krecker;;;;;;['yp', 'phenomenon', 'enervate', 'impossible'];227.0;5882.0;-154.0;0.96;0.96;;;;
789.0;kressy;5.8;0.64;0.67;68.76;33.0;['alternate-attax', 'sprout', 'euronics'];1106.0;29606.0;1167.0;1.06;1.03;32.0;11.0;17.0;$83,903
921.0;krii;5.7;0.6;0.71;66.87;42.0;['epg', 'wolsung', 'the-prodigies'];535.0;13988.0;-195.0;0.98;0.97;;;;
657.0;kroK;5.9;0.62;0.71;71.15;32.0;;;;;;;;;;
;krudeN;;;;;;['corvidae', 'avant', 'skyfire', 'exile5'];278.0;7301.0;-131.0;0.97;0.98;;;;
;kuben;;;;;;;;;;;;21.0;13.0;15.0;$127,837
;kurg4n;;;;;;['bravos', 'rehl', 'redragon', 'rufus', 'intense'];235.0;6179.0;-181.0;0.96;0.95;;;;
556.0;kwezz;5.9;0.64;0.64;71.38;274.0;['tricked', 'espionage'];1151.0;29905.0;-169.0;0.99;0.97;;;;
;kye;;;;;;['furia-academy', 'liberty'];238.0;6281.0;480.0;1.12;1.07;;;;
;kyoto;;;;;;['avant', 'tainted-minds', 'ground-zero', 'onestop'];244.0;6398.0;-154.0;0.96;0.96;;;;
285.0;kyuubii;6.1;0.68;0.65;74.32;286.0;['fnatic', 'sangal'];494.0;12756.0;515.0;1.06;1.02;;;;
640.0;kyxsan;5.9;0.62;0.67;71.77;417.0;['bluejays', 'apeks'];804.0;20968.0;-265.0;0.98;0.97;13.0;11.0;11.0;$89,585
;kzy;;;;;;['euronics', 'alternate-attax', 'unicorns-of-love'];991.0;25840.0;-835.0;0.95;0.94;;;;
;l0gicman;;;;;;['sangal', 'arena-bulls'];269.0;7312.0;56.0;1.01;0.99;;;;
;la3euka;;;;;;['ingame', 'mustang-crew', 'elquvet', 'atlants'];217.0;5741.0;-229.0;0.94;0.94;;;;
41.0;lake;6.4;0.76;0.73;85.08;102.0;;;;;;;;;;
;lamp;;;;;;['vega-squadron', 'ussr'];202.0;5200.0;-400.0;0.89;0.91;;;;
110.0;lan;6.3;0.73;0.66;74.95;61.0;['wings-up', 'onethree'];417.0;10826.0;503.0;1.07;1.05;;;;
619.0;land1n;5.9;0.63;0.63;63.01;58.0;['pain', 'wild', 'case'];902.0;23516.0;1296.0;1.09;1.03;;;;
925.0;larsen;5.7;0.59;0.7;67.61;40.0;['tricked', 'movistar-riders'];650.0;17146.0;-45.0;1.0;0.97;;;;
698.0;laser;5.8;0.63;0.67;70.3;53.0;['furious', 'boca-juniors'];267.0;6984.0;-148.0;0.97;0.97;;;;
276.0;latt1kk;6.1;0.68;0.6;68.62;228.0;;;;;;;;;;
278.0;latto;6.1;0.66;0.64;75.97;239.0;['legacy', 'godsent', '00nation', 'red-canids'];638.0;16555.0;944.0;1.09;1.04;;;;
;lattykk;;;;;;['aurora', 'vpprodigy'];338.0;8799.0;673.0;1.13;1.05;;;;
332.0;lauNX;6.1;0.7;0.68;74.53;240.0;['sprout', 'nexus', 'falcons'];562.0;14913.0;680.0;1.07;1.06;;;;
186.0;leaf;6.2;0.71;0.69;76.59;70.0;['chaos', 'rugratz', 'zone'];254.0;6523.0;352.0;1.08;1.06;;;;
186.0;leaf;6.2;0.71;0.69;76.59;70.0;['coalesce', '1pin', 'vexed'];270.0;7359.0;-347.0;0.93;0.92;;;;
700.0;leaf;5.8;0.61;0.69;73.15;52.0;['chaos', 'rugratz', 'zone'];254.0;6523.0;352.0;1.08;1.06;;;;
700.0;leaf;5.8;0.61;0.69;73.15;52.0;['coalesce', '1pin', 'vexed'];270.0;7359.0;-347.0;0.93;0.92;;;;
963.0;lealziNho;5.6;0.57;0.7;69.86;52.0;['intense', 'redragon', 'bravos', 'rufus'];224.0;6012.0;-503.0;0.88;0.9;;;;
1005.0;leckr;5.5;0.56;0.7;63.28;36.0;['entropiq-prague', 'enterprise', 'brute'];356.0;9384.0;-788.0;0.88;0.9;;;;
1009.0;leleo;5.5;0.56;0.68;65.74;79.0;;;;;;;;;;
644.0;leman;5.9;0.66;0.71;71.82;47.0;['ago'];580.0;15648.0;-202.0;0.98;0.97;;;;
584.0;lenci;5.9;0.64;0.67;71.3;103.0;['boca-juniors'];247.0;6320.0;-295.0;0.93;0.93;;;;
651.0;leo_drk;5.9;0.65;0.71;72.87;80.0;['sharks', '00nation'];646.0;16579.0;-120.0;0.99;0.99;;;;
159.0;leri511;6.2;0.73;0.64;73.05;108.0;;;;;;;;;;
;liTTle;;;;;;['forze', 'rush3d', 'spartak', 'enso'];458.0;12159.0;1550.0;1.2;1.12;;;;
;loWel;;;;;;['movistar-riders', 'penta', 'mouz'];1008.0;26413.0;1739.0;1.1;1.05;15.0;13.0;9.0;$82,325
199.0;lollipop21k;6.2;0.71;0.69;78.73;187.0;['nemiga', 'goodjob'];1439.0;38402.0;2767.0;1.11;1.08;;;;
705.0;lub;5.8;0.63;0.67;69.47;83.0;['mibr-academy', 'intz', 'keyd', 'furia-academy', 'o-plano'];293.0;7890.0;-386.0;0.93;0.95;;;;
238.0;luchov;6.2;0.71;0.71;77.22;174.0;['bestia', 'boca-juniors', 'isurus'];436.0;11045.0;-11.0;1.0;1.01;;;;
;lukjjE;;;;;;['playing-ducks', '1337huania', 'vws'];285.0;7451.0;144.0;1.03;1.0;;;;
965.0;luko;5.6;0.57;0.67;65.52;45.0;['esuba', 'unity'];307.0;8270.0;-759.0;0.87;0.89;;;;
;lukz;;;;;;['stars-horizon'];243.0;6472.0;-317.0;0.93;0.96;;;;
1018.0;lunAtic;5.5;0.54;0.7;64.7;234.0;['pact', 'anonymo'];1360.0;36103.0;-3237.0;0.87;0.88;;;;
144.0;lux;6.2;0.7;0.67;78.7;176.0;['pain', 'fluxo', 'detona'];436.0;11054.0;424.0;1.06;1.04;;;;
7.0;m0NESY;6.6;0.76;0.59;76.13;353.0;['g2', 'navi-junior'];514.0;13148.0;2447.0;1.31;1.19;5.0;3.0;10.0;$422,731
114.0;m4tthi;6.3;0.72;0.65;74.4;49.0;['ungentium', 'illuminar'];371.0;9854.0;536.0;1.08;1.05;;;;
618.0;mASKED;5.9;0.64;0.65;68.37;244.0;['permitta', 'illuminar', 'anonymo'];453.0;11645.0;-8.0;1.0;0.97;;;;
437.0;mAriX;6.0;0.69;0.71;75.34;102.0;;;;;;;;;;
;mCe;;;;;;['soar', 'the-quest', 'chaos'];249.0;6467.0;-954.0;0.79;0.83;;;;
;mJe;;;;;;;;;;;;18.0;9.0;7.0;$74,916
719.0;maNkz;5.8;0.61;0.69;71.15;257.0;['ecstatic', 'lyngby-vikings', 'copenhagen-flames', 'm80'];1069.0;28393.0;-1214.0;0.94;0.94;15.0;10.0;11.0;$71,504
;maRky;;;;;;['euronics', 'unicorns-of-love', 'divizon', 'nlg'];376.0;9835.0;-320.0;0.95;0.96;;;;
;maaRaa;;;;;;['themongolz', 'storm-rider'];201.0;5208.0;-592.0;0.84;0.86;;;;
;maak;;;;;;['london-conspiracy', 'h2k', 'epiphany-bolt', 'norway'];223.0;5866.0;-165.0;0.96;0.97;;;;
465.0;maaryy;6.0;0.65;0.66;72.34;274.0;['permitta', 'los-kogutos', 'ago'];584.0;14972.0;120.0;1.01;0.98;;;;
;maden;;;;;;;;;;;;16.0;15.0;15.0;$311,366
;maeVe;;;;;;['tricked', 'escape', 'reason'];487.0;12606.0;-131.0;0.98;0.96;;;;
544.0;magixx;5.9;0.63;0.62;69.93;443.0;['spirit'];896.0;23346.0;606.0;1.04;1.0;18.0;8.0;8.0;$350,920
91.0;malbsMd;6.3;0.74;0.72;81.52;268.0;['m80', 'teamone', 'infinity'];838.0;21182.0;1013.0;1.07;1.07;;;;
;malik;;;;;;['monolith', 'forze'];235.0;6249.0;-176.0;0.96;0.96;;;;
877.0;malinov;5.7;0.61;0.69;68.71;54.0;;;;;;;;;;
801.0;malta;5.8;0.62;0.69;72.25;80.0;['grayhound', 'chiefs', 'renegades', 'vertex'];1146.0;29145.0;1550.0;1.08;1.04;29.0;11.0;10.0;$104,585
441.0;manguss;6.0;0.66;0.64;73.41;124.0;['sampi', 'enterprise'];538.0;14087.0;81.0;1.01;0.98;;;;
161.0;mantuu;6.2;0.7;0.59;70.29;404.0;['og', 'alternate-attax', 'big'];843.0;22272.0;2752.0;1.2;1.12;16.0;7.0;16.0;$235,503
;mar;;;;;;['fate', 'finest'];774.0;20544.0;402.0;1.03;1.01;;;;
;markeloff;;;;;;['flipsid3', 'hellraisers'];1146.0;29704.0;485.0;1.03;0.99;31.0;28.0;24.0;$168,360
;matHEND;;;;;;['ldlc-white', 'ldlc', 'ares', 'maxisaucisse'];333.0;8606.0;-629.0;0.9;0.92;;;;
687.0;matios;5.8;0.63;0.67;71.29;129.0;['oddik', 'sws', 'b4'];417.0;10628.0;-47.0;0.99;0.99;;;;
;mattcd;;;;;;['legacy'];236.0;6044.0;766.0;1.21;1.12;;;;
;matty;;;;;;['ec-brugge', 'izako-boars'];617.0;16381.0;-836.0;0.93;0.93;;;;
494.0;mawth;6.0;0.64;0.63;70.57;49.0;['weplaygames', 'keyd', 'sojoga', 'los-grandes', 'falkol'];359.0;9280.0;301.0;1.05;1.03;;;;
678.0;max;5.9;0.62;0.67;73.99;212.0;['9z', 'isurus'];837.0;21820.0;359.0;1.02;1.0;29.0;12.0;10.0;$65,742
985.0;max;5.6;0.59;0.74;70.12;36.0;['9z', 'isurus'];837.0;21820.0;359.0;1.02;1.0;29.0;12.0;10.0;$65,742
214.0;maxster;6.2;0.68;0.64;74.31;192.0;['ninjas-in-pyjamas', 'young-ninjas'];357.0;9107.0;262.0;1.04;1.01;;;;
;mch;;;;;;['teamone', 'g3x'];353.0;9066.0;291.0;1.05;1.0;;;;
650.0;mds;5.9;0.66;0.76;76.44;57.0;['nemiga', 'websterz'];1316.0;35296.0;475.0;1.02;0.99;;;;
756.0;mds;5.8;0.61;0.65;67.44;127.0;['nemiga', 'websterz'];1316.0;35296.0;475.0;1.02;0.99;;;;
;meisoN;;;;;;['movistar-riders', 'kpi', 'x6tence'];336.0;8692.0;-596.0;0.91;0.93;;;;
281.0;mello;6.1;0.68;0.59;68.2;101.0;['furia-academy'];207.0;5416.0;326.0;1.1;1.03;;;;
30.0;mertz;6.4;0.75;0.67;79.0;30.0;['north-academy', 'heroic', 'north', 'nordavind', 'singularity'];990.0;26255.0;2655.0;1.16;1.1;12.0;10.0;11.0;$74,781
386.0;meyern;6.0;0.67;0.67;72.9;178.0;['bestia', 'isurus', 'furious', 'mibr'];776.0;19892.0;977.0;1.07;1.05;18.0;10.0;7.0;$96,512
363.0;mezii;6.1;0.66;0.64;73.76;411.0;['fnatic', 'endpoint'];769.0;20383.0;1426.0;1.11;1.06;11.0;5.0;11.0;$289,156
1026.0;meztal;5.5;0.56;0.69;63.65;37.0;;;;;;;;;;
29.0;mhL;6.4;0.74;0.63;79.56;289.0;['ago', 'endpoint', 'mouz-nxt'];823.0;21963.0;2805.0;1.2;1.12;12.0;6.0;12.0;$65,080
854.0;micro;5.7;0.62;0.72;68.61;62.0;['detonate', 'ggpr'];258.0;6635.0;-595.0;0.88;0.91;;;;
934.0;mid1;5.6;0.59;0.72;67.29;35.0;;;;;;;;;;
;mikeS;;;;;;['penta', 'netherlands'];306.0;8077.0;183.0;1.04;1.0;;;;
;mikki;;;;;;['777'];318.0;8558.0;-160.0;0.97;0.97;;;;
1069.0;milky;5.1;0.49;0.75;60.64;37.0;;;;;;;;;;
;mini;;;;;;['royal-bandits', 'darkpassage', 'ex-darkpassage', 'demise'];327.0;8527.0;603.0;1.1;1.09;;;;
;minimal;;;;;;['river-plate', 'malvinas', 'arvum', 'furious'];225.0;6005.0;146.0;1.04;1.01;;;;
123.0;mir;6.3;0.7;0.65;77.93;347.0;['spirit', 'vega-squadron', 'virtuspro', 'gambit'];1224.0;31844.0;2819.0;1.13;1.09;21.0;13.0;18.0;$357,262
;mirbit;;;;;;['alternate-attax', 'euronics', 'sprout', 'nordavind'];866.0;23162.0;926.0;1.06;1.01;15.0;12.0;12.0;$75,562
;mistou;;;;;;['ldlc', 'millenium'];314.0;8284.0;-440.0;0.92;0.92;;;;
673.0;misutaaa;5.9;0.63;0.66;69.2;494.0;['vitality', 'falcons', 'into-the-breach'];734.0;19296.0;-383.0;0.97;0.97;9.0;13.0;11.0;$295,952
;mitch;;;;;;['selfless', 'bad-news-bears', 'dignitas', 'riot-squad'];807.0;20719.0;632.0;1.05;1.01;;;;
;mixwell;;;;;;['optic', 'movistar-riders'];840.0;21804.0;1911.0;1.13;1.09;16.0;12.0;14.0;$245,360
;mizu;;;;;;['avant', 'legacy', 'onestop'];280.0;7434.0;-374.0;0.93;0.95;;;;
;mizzy;;;;;;['sunday-school', 'bizarre', 'dgg', 'skyfire', 'ground-zero'];307.0;7804.0;-316.0;0.94;0.95;;;;
;mono;;;;;;['x-kom', 'illuminar', 'izako-boars'];665.0;17776.0;-24.0;1.0;0.97;;;;
1057.0;moonwalk;5.3;0.54;0.72;63.23;36.0;;;;;;;;;;
609.0;moose;5.9;0.65;0.69;73.31;52.0;['eunited', 'rise-nation'];752.0;19559.0;1975.0;1.16;1.1;;;;
500.0;mopoz;6.0;0.67;0.69;73.97;363.0;['movistar-riders'];1453.0;38086.0;-307.0;0.99;0.99;22.0;11.0;19.0;$121,748
411.0;morelz;6.0;0.68;0.7;75.71;352.0;['pride', 'illuminar'];1617.0;42530.0;-352.0;0.99;0.99;32.0;28.0;27.0;$117,555
840.0;motm;5.7;0.63;0.73;69.12;69.0;['atk', 'cloud9'];1100.0;28891.0;1055.0;1.05;1.04;14.0;11.0;13.0;$70,788
253.0;mou;6.1;0.68;0.63;71.76;58.0;['gambit', 'k23', 'hellraisers', 'syman'];1556.0;41288.0;2548.0;1.1;1.05;18.0;8.0;20.0;$291,156
;mouz;;;;;;['kinguin', 'illuminar'];1722.0;45760.0;1738.0;1.06;1.02;29.0;24.0;25.0;$218,728
;moxie;;;;;;['boot-ds', 'dreamscape'];323.0;8190.0;441.0;1.09;1.03;;;;
989.0;msN;5.6;0.56;0.69;64.94;113.0;['pera', 'onyx', 'domination', 'rubik'];250.0;6121.0;-414.0;0.9;0.9;;;;
846.0;munch;5.7;0.58;0.71;72.32;33.0;;;;;;;;;;
;mwlky;;;;;;['anonymo', 'entropiq', 'orks'];274.0;7075.0;245.0;1.05;1.03;;;;
583.0;myltsi;5.9;0.66;0.72;74.28;140.0;['ence-academy', 'enterprise'];406.0;10792.0;-32.0;1.0;0.99;;;;
971.0;mynio;5.6;0.58;0.7;70.34;242.0;['9ine', 'wisla-krakow', 'anonymo'];1130.0;30177.0;-2275.0;0.89;0.91;12.0;16.0;19.0;$74,565
623.0;mzinho;5.9;0.63;0.66;70.94;99.0;;;;;;;;;;
545.0;n0rb3r7;5.9;0.63;0.66;72.41;288.0;['virtuspro', 'k23', 'winstrike', 'syman'];1274.0;33499.0;751.0;1.03;1.03;19.0;16.0;12.0;$309,558
;n0thing;;;;;;['cloud9', 'complexity'];813.0;21021.0;484.0;1.03;1.02;28.0;17.0;13.0;$274,553
;n0tice;;;;;;['ec-brugge'];415.0;11014.0;-861.0;0.89;0.91;;;;
234.0;n1ssim;6.2;0.69;0.64;75.15;60.0;['case', 'pain', 'sharks', 'flamengo'];319.0;8081.0;418.0;1.08;1.04;;;;
1033.0;n9xtz;5.4;0.56;0.69;62.53;88.0;;;;;;;;;;
183.0;nEMANHA;6.2;0.69;0.71;83.59;202.0;['zero-tenacity'];474.0;12014.0;-400.0;0.95;0.96;;;;
;naSu;;;;;;['ence', 'encore'];220.0;5862.0;-388.0;0.9;0.9;;;;
626.0;nacho;5.9;0.65;0.69;71.41;69.0;['furious', 'boca-juniors', 'lrv'];225.0;5948.0;-128.0;0.97;0.98;;;;
774.0;nafany;5.8;0.63;0.7;71.9;631.0;['betboom', 'gambit-youngsters', 'gambit', 'cloud9'];1201.0;31283.0;-1492.0;0.93;0.94;32.0;9.0;15.0;$628,343
553.0;naitte;5.9;0.67;0.71;74.39;163.0;['oddik', 'uno-mille'];532.0;13652.0;-364.0;0.96;0.98;;;;
;nak;;;;;;['sharks', 'red-canids'];519.0;13439.0;-700.0;0.92;0.92;35.0;9.0;15.0;$68,408
747.0;nani;5.8;0.64;0.73;71.84;36.0;;;;;;;;;;
653.0;nasher;5.9;0.63;0.62;64.62;36.0;;;;;;;;;;
;nawrot;;;;;;['avez', 'izako-boars'];623.0;16635.0;-1869.0;0.84;0.87;;;;
190.0;nawwk;6.2;0.7;0.56;68.48;505.0;['apeks', 'gamerlegion', 'ninjas-in-pyjamas', 'x6tence-galaxy'];1341.0;35377.0;4791.0;1.23;1.11;14.0;12.0;15.0;$147,110
850.0;naz;5.7;0.6;0.72;69.89;51.0;;;;;;;;;;
;nbl;;;;;;['isurus'];628.0;16169.0;-549.0;0.95;0.95;;;;
350.0;nbqq;6.1;0.69;0.68;74.26;154.0;['eclot'];671.0;17271.0;84.0;1.01;1.0;;;;
;ncl;;;;;;['themongolz', 'tiger', 'mazaalai'];553.0;14190.0;-770.0;0.92;0.91;;;;
944.0;neaLaN;5.6;0.59;0.7;68.47;197.0;['k23', 'syman'];1212.0;32320.0;-1643.0;0.93;0.93;13.0;10.0;9.0;$109,072
;neptune;;;;;;['ghost', 'bees-money-crew', 'recon-5'];498.0;13218.0;-23.0;1.0;0.99;;;;
50.0;nero;6.4;0.76;0.69;76.59;41.0;['rocket', 'eclipse', 'aa'];290.0;7069.0;372.0;1.08;1.06;;;;
499.0;nestee;6.0;0.64;0.65;70.56;31.0;;;;;;;;;;
;netrick;;;;;;['agf', 'unknown', 'lpsp', 'forcebuy'];455.0;11976.0;-1736.0;0.8;0.82;;;;
6.0;nettik;6.6;0.77;0.64;84.92;77.0;['rooster', 'jade'];441.0;10961.0;1627.0;1.23;1.16;;;;
;nex;;;;;;['big', 'mouz'];1074.0;28389.0;2435.0;1.13;1.09;18.0;14.0;21.0;$152,621
703.0;nexa;5.8;0.62;0.64;68.23;544.0;['g2', 'valiance', 'og', 'imperial'];1483.0;38991.0;1940.0;1.08;1.03;18.0;17.0;19.0;$428,047
;ngiN;;;;;;['space-soldiers', 'sangal'];1025.0;26895.0;-748.0;0.96;0.94;14.0;6.0;10.0;$153,166
111.0;nicoodoz;6.3;0.72;0.62;74.21;458.0;['copenhagen-flames', 'preasy', 'fnatic'];1117.0;29242.0;2905.0;1.16;1.08;10.0;5.0;11.0;$146,192
839.0;nicx;5.7;0.62;0.72;70.9;74.0;;;;;;;;;;
782.0;nifee3;5.8;0.61;0.68;71.65;74.0;;;;;;;;;;
974.0;niki1;5.6;0.56;0.67;67.0;167.0;['fate', '500', 'bpro', 'outlaws'];1351.0;35585.0;-1234.0;0.95;0.95;;;;
603.0;niko;5.9;0.64;0.67;70.92;389.0;['heroic', 'optic', 'og'];1388.0;36607.0;941.0;1.04;1.01;16.0;11.0;20.0;$277,861
14.0;nilo;6.5;0.78;0.66;83.95;254.0;['metizport', 'young-ninjas'];647.0;16383.0;1159.0;1.11;1.08;;;;
;nin9;;;;;;['tiger', 'nkt', 'renewal'];513.0;13368.0;815.0;1.1;1.04;;;;
938.0;ninjaZ;5.6;0.58;0.68;68.93;104.0;['galorys', 'arctic', 'filhos-de-d10s', 'furia-academy'];387.0;9896.0;-849.0;0.87;0.89;;;;
1017.0;nitr0;5.5;0.55;0.66;62.27;216.0;['liquid'];1541.0;40388.0;87.0;1.0;0.98;19.0;27.0;22.0;$1,053,514
;nkl;;;;;;['e-fragnet', 'gplay', 'mk', 'orbit'];642.0;16554.0;-1046.0;0.91;0.9;;;;
;no_one;;;;;;['selfless', 'subtle'];343.0;8859.0;-115.0;0.98;0.98;;;;
777.0;nolkz;5.8;0.62;0.67;72.19;79.0;['solid', 'fusco-1500', 'the-union', 'intz'];246.0;6412.0;-193.0;0.96;0.96;;;;
;nonick;;;;;;['aaa', 'thedice'];306.0;7984.0;-449.0;0.92;0.93;;;;
760.0;nosraC;5.8;0.63;0.7;72.7;210.0;['nouns', 'rebirth', 'gaimin-gladiators', 'chococheck'];900.0;23189.0;-700.0;0.96;0.95;22.0;15.0;13.0;$71,569
12.0;nota;6.6;0.77;0.67;84.88;30.0;;;;;;;;;;
608.0;notaN;5.9;0.62;0.64;70.56;116.0;['masonic', 'singularity'];646.0;17189.0;-110.0;0.99;0.98;;;;
1003.0;notineki;5.5;0.57;0.65;63.41;48.0;;;;;;;;;;
135.0;noway;6.3;0.73;0.66;78.65;123.0;;;;;;;;;;
